Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
Acer,1.9409674662655583,32,256,15.852739907381231,4.182587690675285,10174.195207302795
Dell,2.7459194318486992,32,256,15.06291447474604,3.4531735568025477,10325.364732735776
HP,2.5473136237613696,4,256,14.750175116511235,4.081416670902235,9221.138434690327
Asus,3.78711475267025,16,256,12.89929799160722,3.6582871041007494,10233.785822237818
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466
HP,1.9450899171743785,8,256,16.104081563629077,4.201716131005608,9280.14242169389
Acer,3.902675793673638,16,256,16.891434188459236,3.039676279449643,9701.0888184533
HP,1.8716568193827823,8,1000,14.767960295624588,3.2231473119956755,31673.696226693915
Asus,2.5365603093175593,16,512,12.485060438842472,2.376696735911754,17493.650157480613
Asus,1.7133741701966096,4,1000,11.976890298061182,2.513884873465011,31339.159741904794
Asus,3.9921856296148683,32,512,12.121486643650769,4.482069664478437,18495.180974797404
Asus,2.7554875258281064,8,256,11.118773950083526,3.754515895066646,9140.170447550203
Acer,2.9884625433001095,32,1000,13.344092665915635,3.0125973976514566,33151.04094220564
Lenovo,1.6676911934710688,8,1000,12.148566082997256,4.408553626986638,31612.05196824762
Dell,3.3749011759979446,4,256,13.469932762740214,2.739559716913949,9081.898737916323
Asus,2.0247639827389645,4,1000,16.60996659103259,4.928098095800611,31650.730149513987
HP,3.745135723601784,4,512,13.58324125704314,3.0344528232385093,17076.68132855591
Asus,2.012849101205018,8,512,16.267906981909007,3.0119328624536825,16983.63602188368
HP,1.9767193016591664,16,512,14.633028599695258,2.9357357166101155,17283.3760078759
HP,1.5913741696202373,8,512,12.482789327968352,2.3663345477728637,16788.668595688672
Asus,2.680167362774998,16,256,13.13512855555527,2.333411441996037,10029.581766908099
Acer,2.912102833156541,8,1000,11.503517214928577,3.9443151036023703,31879.66275681356
HP,1.664271598570881,8,512,13.000775561576063,4.625354133674141,17008.985706336844
HP,3.4388190417375264,4,256,15.065245673021204,4.37156153081502,9362.265977008854
Asus,2.6332220868700693,32,1000,11.432666557576612,2.4233227820640533,33008.898865411786
HP,2.81097567331895,32,1000,12.232408450868176,3.636746365376199,32703.61322521928
HP,2.60190686734557,16,256,13.288646248479868,2.31677463792992,9859.675147759026
Asus,2.501907652188315,32,256,16.892297222095777,2.135883930839232,10566.171029177392
Asus,2.899100828270545,8,512,15.709170937753282,3.969157578154302,16702.35101114597
Dell,1.8881006148267812,8,1000,15.400920478952624,3.605457001041051,31232.363630769603
Acer,1.9548203262381778,4,1000,11.697145739152676,2.2460710556344123,31169.850513456502
Acer,3.6544640525337933,4,256,15.685975361689948,2.1048177392179652,9486.594937218119
HP,3.8652886553340817,32,1000,15.71161286909609,4.969269240228003,33005.18133837966
Acer,2.4332732906993826,16,512,14.60661617374597,2.0900639964472156,17299.66299417338
HP,2.1768616828588847,32,1000,16.94217069199023,3.333584759150479,32993.53208719504
Dell,3.1099988580975393,32,256,12.951523435547312,3.513857073823087,10514.889245702287
Asus,2.5218354277452413,32,256,16.64763468945111,2.3518404434013354,10859.96282331094
Asus,1.5634658891508622,32,512,16.488386689739023,2.5071853353191487,18310.41380623579
Asus,1.890381493415476,8,512,11.068883958496267,3.0554150192310576,16833.276091774973
Acer,3.289930572118494,16,1000,13.700699158848867,4.285027628640988,32339.842111645936
Dell,3.1473098547753784,8,1000,16.86262539830944,3.5212472721808004,31954.950097070734
Acer,1.5677399812587087,16,256,11.618728174448455,3.9137056236588847,9437.652448312243
Acer,2.0549304048323735,4,512,14.286708166299917,4.9555236652720245,16879.49194023418
Dell,2.0776869914701788,32,512,16.873745042246625,4.304016305939629,18371.75254715768
Dell,3.179731858996821,8,512,14.332972544635162,3.3030844944236533,16959.08793158975
Dell,1.5492763443859103,16,1000,12.138891817832937,3.3393257653896464,31849.94957524409
Dell,1.7602714549614347,4,512,14.493099380555538,3.856316231123015,16691.8538808074
Asus,3.4997902134329735,4,256,12.22664344369728,3.996095625256713,9454.453848798114
Lenovo,1.946361655135834,32,256,14.118225577366905,3.502132777510014,10327.843844709536
Lenovo,3.131865269629687,16,1000,11.444253307474089,3.93458366844494,31996.360216835685
Dell,2.095456952616816,8,1000,14.632896015286427,2.070597483242296,31624.8432680589
Lenovo,1.748603481898363,32,512,14.10073963476895,3.2888685916905325,18295.118647808857
Lenovo,2.107930477498635,8,1000,15.440968212568778,2.8368142282204305,31362.16189438691
Dell,3.3056673296391477,4,256,14.784202826952711,2.3875233357293313,9107.981058442163
Lenovo,3.6392411702657146,8,512,14.297637611184541,2.2986395384263254,17146.71360929845
Acer,3.575549661417479,8,256,15.138673095488727,3.8095764968440022,9491.27221480852
HP,2.492958824046137,32,512,11.863651481433385,3.570801641457835,17807.040217535818
HP,3.1702128414266153,8,1000,14.572157967551625,2.7607523509891077,32097.517261509493
Dell,2.0124607385395525,32,512,12.032663616936667,3.4128501763175434,18042.955600013647
Asus,2.2328693256525334,4,512,16.553133247111283,3.476696945547225,16746.84865578127
Dell,3.7408395463027992,32,256,11.410004629073626,2.5850269413158475,11055.045240035955
Asus,1.53250480877684,32,256,13.582248498144759,3.9562791856449517,10462.141838886577
HP,1.71377132713617,16,512,15.174784865932669,4.342758069158272,17155.73800658763
Dell,2.019715637865068,8,1000,13.748133270009554,4.374390622668557,31568.083455808148
Acer,1.5663305096845492,4,1000,11.552571519397414,3.807409492110365,31197.896010928464
Lenovo,1.9535885877244934,32,256,14.320274096760244,3.5349157475570423,10711.444213390389
Asus,2.95760390242423,4,1000,14.849791452964126,2.1830214290161845,31533.20155491725
Lenovo,2.5535613764812446,16,256,15.222753865943046,2.8634938965548176,9478.12050527792
Lenovo,3.7316792776924372,8,1000,13.239558886776553,2.27981434033451,31512.88406850961
Dell,3.5436089043461023,32,512,14.381959826172572,4.89146948263542,18702.478552047654
Lenovo,2.35454337924469,8,256,13.704118849633478,2.405240438677282,9143.215708902308
Acer,2.1485585835782315,16,256,15.03233623251352,2.455326229553306,9819.847510197047
Lenovo,2.4492310204181673,16,512,14.501341803948911,4.668729854991477,17407.53842775571
Dell,2.975737356287019,4,256,14.154537317354809,4.831784850429374,9126.589411524554
Acer,2.1701591020571906,32,1000,12.497146201029492,4.29748711770473,32689.03038985435
HP,3.0603722696228353,4,1000,11.012111106489403,2.0162147710180096,31828.830104650086
Lenovo,2.523529130478101,16,256,12.044490051868575,2.004038812869691,9415.94255327567
Dell,2.8801179521299507,8,1000,11.702396248545012,3.1343023093623525,31601.43744615208
HP,2.5903163228382917,4,256,13.694508470065681,2.4301861100326776,9328.964725005384
HP,2.236164398854794,4,512,14.673548904571067,2.055158426454792,16523.52327190858
Asus,3.8711332674053915,8,256,12.27851005210885,3.392200068213514,9829.331415396638
Acer,3.409014485399402,4,512,16.634342575803124,4.829185692220914,17204.64783482446
Lenovo,1.8502829394161313,8,1000,11.040092775343327,2.9714587247072943,31515.502993169488
Dell,3.671169939744782,32,512,15.633806090992056,3.9834220352860896,18366.444508561082
Asus,2.718577995623784,8,1000,14.751228617182655,3.9567060593973222,31416.859879837644
Acer,3.7363805672352286,32,256,13.241328806286091,2.753240310995503,10905.979465289627
Asus,3.499638139868288,8,1000,11.302933666474448,3.951275746471593,32336.20253073521
Acer,2.5630337611730836,16,256,14.764919430705676,2.637001922860674,9790.713628803494
Acer,1.5561732708002936,16,256,13.313681077193888,2.366022240730667,9168.638971150249
Lenovo,2.171693398462365,32,512,16.617602836479314,4.10414985667907,18277.152535880618
Acer,2.8540855366521676,32,512,14.251940449338596,2.34032245131175,18464.505286084324
Asus,3.083695549565368,16,512,16.63790906776105,4.990727655768066,17376.019528331424
Acer,2.1447192135830058,32,512,12.322902160839824,2.550357203450688,17980.79592868101
Lenovo,1.8483901851820603,8,1000,15.35435546218462,3.7824255882693727,31389.465244648156
Lenovo,3.5873255919982476,8,1000,14.703494125092355,3.234123714237768,31772.920990386385
Asus,3.96100545175888,16,1000,15.43644937898787,2.3791592672170014,32342.705862403756
HP,2.8142254557567146,4,256,12.288007183835221,2.08353172273224,8995.589695902025
HP,1.9291982146207587,8,1000,14.989967097426643,3.8681968468785,31299.789468133455
Acer,2.1807683162984226,32,1000,13.988242358341214,4.420272691367378,32806.59086064783
Dell,1.5459766913686668,4,1000,15.456949849437898,4.526046984520232,31236.54145744455
Acer,3.7857470164012477,4,512,12.962267864910906,3.4481404192308034,16954.6650023628
Asus,1.7943777072253528,8,1000,16.340342152791514,4.332366401547157,31558.996663829734
Asus,2.941291188785634,8,256,11.505807887668102,4.018541400465635,9054.153840394145
Asus,2.185138051718015,4,512,15.843135912747128,4.172763582497399,16824.803277372925
Asus,2.8854450062894834,4,256,16.167917754890546,3.477797015665442,9162.531746141141
Asus,3.128550970879661,16,1000,15.903513868200928,3.9002352207263815,32252.676012955246
Lenovo,3.5743545092680042,32,512,14.076358365570655,4.4165777407281706,18492.16211284153
HP,2.016053179401508,16,256,13.630309880184567,3.193652526671069,9850.110563874518
Asus,1.5274895716462011,8,1000,16.977573719149262,4.417936702602751,31521.46090508398
Dell,1.8422140751720182,16,256,12.375031707284972,3.776050528367189,9771.526709907295
Dell,3.7500466046202625,16,256,14.281255795256268,2.497703073112359,9926.274777872039
Dell,3.684725193906288,16,256,15.024053152293954,2.074052471673754,9941.850074437516
Dell,2.993532755425771,16,1000,15.205205815168592,3.088260801197456,32153.742424811815
Lenovo,3.0012921510841335,32,1000,12.224147994431473,3.6400889848890197,33063.16548039221
Dell,3.162591686365639,32,256,14.923964554038808,4.519461056610465,10791.994833192382
Asus,1.938428196558624,4,512,15.910217398888024,2.3824570404207384,16769.079792857636
Acer,3.7860298648123996,8,512,11.300111460926674,4.400619043050737,16953.654943429603
Dell,2.546926312230183,16,1000,16.4691277599519,4.589027138201681,32215.489381416322
Lenovo,2.4578463206237435,4,1000,11.177024330871236,2.4520624610025012,31218.308199175553
Lenovo,2.797294263207094,4,1000,13.135826194930367,4.554782957912657,31293.44806820096
Dell,1.6174149169376375,4,1000,11.094879177397772,4.974360703528376,30967.93994191266
Acer,1.9157084218901985,32,1000,11.46287101123749,4.1805164931447125,32653.960197510933
Dell,3.345084041065926,16,512,16.467009711080475,4.354309045474964,17857.15877167418
Lenovo,1.706996669812816,16,1000,13.129164984476887,4.98324580267662,31661.07806674929
HP,3.0078802736659704,8,256,13.548629182550318,3.816443751577836,9750.09939150324
Asus,2.1133727742033024,16,256,12.292066288295317,2.923659146048748,9801.241333636794
Lenovo,2.4732390351049416,16,512,14.582574621120319,4.512592502228167,17108.252961770988
Dell,2.2217343419267497,4,256,14.568819288066738,3.8434573325348937,9000.733644385671
Asus,2.3891817911623727,8,512,13.233202350951316,3.7435862711628696,16757.01448914171
Dell,3.2976147629606136,16,512,12.99820923083239,2.7609066665421147,17684.869162090497
Dell,2.2428042890579376,32,256,16.309785849083525,4.26900280874866,10314.43387717169
HP,2.9160116007422427,16,1000,13.29970543785321,2.245001827580289,31802.522515218472
Asus,2.690126005497749,4,256,13.961005952926449,4.772861212383983,9084.371552686822
Asus,3.1591779134066202,32,256,12.699828574549583,2.9774703823114543,10869.936265088454
HP,3.842074348311895,4,512,15.720617020142765,2.3833239583699712,17080.49072571302
Lenovo,3.3314302430256255,16,256,13.38468894139455,3.3270995993072563,9960.39760411128
Dell,2.037350946476892,32,512,14.081666279265947,2.1274097277695994,18215.275637112412
Acer,1.5779578376532117,8,1000,12.520143020357969,4.053878582794899,31123.000523561637
Dell,2.1556601107495625,8,1000,16.92595755404751,4.708116531336069,31442.69518248657
Dell,2.987694826750637,32,1000,12.748974445542338,4.5117890214155265,32908.69340148634
Lenovo,1.6285645337106258,32,256,15.624455185433309,2.382108420343643,10282.909929516276
Dell,2.7409156180030907,4,512,13.564973902140554,2.3788134113231956,17196.585377609033
HP,2.9921071222922233,32,1000,12.237304430504839,4.440303446972792,32653.09999958263
HP,2.335609727042402,4,512,15.798312583789167,4.772762823809348,16613.5085481996
Asus,3.4272805093645546,16,512,13.00164073417426,3.3820094895004673,17629.77767355734
Acer,1.7664956328344295,4,1000,16.191160084386865,3.496913350741298,31216.57452719055
Dell,1.687844454339522,32,1000,16.49154310950694,2.954786124157178,32159.48537202643
Dell,3.3204718905090083,32,512,16.158943012347656,4.682795354769242,18787.381530683826
Lenovo,2.738728290515496,16,1000,11.210047488840834,3.934708715877068,31817.73844347585
HP,3.2210059910693403,32,512,15.724240070030634,2.8647547315021056,18502.21699683582
Acer,2.5870683465093656,32,512,13.468036798994863,2.896348613162755,17967.132684905315
Asus,2.1160050830977672,8,1000,16.24233752109335,4.673600219190807,31428.704783432917
HP,3.547755794185499,8,256,14.827725576108433,2.0409020717174644,9241.110049105846
Asus,3.498539697422448,16,1000,16.00185880486375,2.968179718179915,32141.824638347352
Lenovo,3.236741177136067,4,256,13.996590619201012,3.6630700436491073,9141.792983885032
Lenovo,2.1803628430749065,8,512,14.210153027593597,2.4446523862979737,16929.315969834894
Dell,2.9755766671727177,4,512,11.866325792802003,2.2762962625987693,16795.165118189307
Acer,2.402434742350067,32,256,15.703924152136132,4.44582899327168,10241.803176187253
Asus,1.7289551833165855,8,512,13.51633767000183,4.683213165945522,16724.505692735114
HP,3.793283938655607,16,256,14.000480709629496,4.470819262394569,10263.360342654725
Lenovo,1.8420465772974035,16,256,15.710586284574246,4.696363669212043,9881.335513541208
Dell,3.875593384552006,16,512,14.593072400476634,3.6593359131751146,17781.52417157112
Dell,2.615014432394889,8,256,12.206592364656004,4.4367743629710255,9435.386839490424
Asus,1.9628323220965491,4,1000,14.541395954905356,3.1521279151733013,31764.037664592754
Lenovo,2.8547523684458955,32,1000,13.445797147877935,3.9988035844371153,33014.12791272006
Acer,3.6823645896910207,4,512,13.817153252263175,4.966506594167493,17151.988889149306
Lenovo,3.3305622160239032,4,512,11.169867646416007,2.6771831715173824,16609.82135919522
Asus,3.5164028696536245,32,256,12.26017609709769,3.1696992388732417,10474.26099123632
Asus,3.146958416776793,32,256,12.686228488286169,3.4401421319302568,10622.17676840154
Lenovo,3.2306914112946314,8,256,15.277760047152835,2.4140464610601553,9346.064573576532
Asus,3.6229891289132983,8,256,11.068954839788692,2.2431158313951705,9303.954706859848
Lenovo,2.1241700221479647,8,1000,13.452663567374792,4.4891685989648735,31372.50378014099
HP,2.723562409107851,8,1000,16.544161222554397,4.930383118482759,31441.577746651605
Lenovo,2.0530236045490056,8,512,11.671283699294744,3.214175191488976,16713.611745764396
Lenovo,3.9691700199916173,32,256,14.098546329311667,2.2629495085839597,10901.062546460897
Asus,3.860148349216533,4,256,15.719134294345082,2.1974352820717296,9803.702788206427
Asus,1.5985670284212647,8,512,16.6551878451207,4.673954619080896,17025.47405293858
Dell,3.263937931289221,8,256,15.480659837202307,3.3914427491830397,9635.717452517947
Dell,3.8131207935391647,4,256,15.323393291866438,2.9600819496871758,9094.784528168608
HP,1.9514383628183338,8,256,15.958928541174576,3.4293838137181987,9279.031746254379
Dell,2.9198630763815734,4,256,13.677207325865261,2.954912284077042,9194.575658293421
Lenovo,3.7887207439701047,4,256,15.835067195706998,3.4671073259228598,9477.922638839167
Asus,1.584864946464497,32,512,11.047786428472707,4.578669190753811,17880.004532059324
Dell,3.2435506681171,16,256,16.54736633226083,3.776904113186287,10254.303767339707
Dell,2.243372518431377,32,512,13.659839057103053,4.083961318430526,18151.586774903597
HP,3.810990488441326,16,256,14.320281127194486,3.09401202870301,10027.708270932499
HP,3.9276456129134196,16,1000,12.529293493489295,4.2155176355315565,31901.471771127784
Lenovo,3.8606662227835846,16,1000,15.45518499704253,3.999851254638117,32319.90329556232
Asus,2.6855355416436595,8,1000,11.459814838851493,2.3586859932561692,31872.56841517933
HP,3.6551066274732835,32,1000,16.23581481528101,3.717928559346754,33229.673457835015
Dell,3.611373496337676,16,512,15.968700974038057,2.770230488929274,17242.828225910383
Asus,2.297751183108139,4,512,12.296360697468598,4.412287008900778,16631.41956585275
Asus,3.5722886853766935,8,256,15.855946389711574,3.2778131254008183,9925.178427088164
Dell,1.5925190867887316,32,1000,15.718146398368889,4.984052495589461,32652.898076312922
HP,2.9906746962051325,16,512,14.793299586523695,2.2775013138168916,17595.709114375557
Dell,2.075022093219258,4,256,13.241121061398125,4.341043588220476,9340.21826144707
Asus,1.801417214443197,32,256,12.628992525091206,4.02110520062647,10321.729413074818
Acer,1.6923830040730228,32,512,12.3907015417361,4.302496491772116,18161.471638723186
Acer,3.2407219396953493,8,1000,12.911653776581643,2.922589386471369,31859.430745037662
Lenovo,2.3496874094201656,32,256,16.42135066059518,3.4761634681472016,10668.632633116544
Dell,3.311916928821904,8,1000,11.465844655932688,4.389525559171125,31823.648154658018
Dell,1.663390851997356,16,1000,15.973227657517752,2.697623994862565,31815.640507898246
Lenovo,2.288225844576526,8,1000,13.093340450250942,2.678099590365956,31503.17147173213
Lenovo,2.848728230938343,4,256,14.12959637606815,3.653152859884797,9024.89080903652
Lenovo,3.476807912097409,8,1000,15.766913801890944,3.570690738589567,31547.05112729735
Asus,2.296881257330175,4,256,16.306259282137827,2.8467874112387985,9385.939545131734
Dell,3.0647284410925226,8,1000,13.068688520435881,2.8942269515744683,31747.39378248772
Asus,3.7149443705904677,32,256,13.771060887650663,2.8335354896196963,11008.9067734798
Lenovo,3.039657970455761,16,1000,13.487096388900753,4.314536185995463,32447.60269492614
Dell,2.0823986868840842,4,512,11.079506201023463,3.9557025966873818,16669.19633161232
Asus,1.561001953891345,8,1000,12.77565733315194,4.497251550230758,31160.043195600876
Asus,3.6752471847523247,8,1000,13.755135402395371,4.926419084942065,31821.65032497846
Lenovo,1.553173527125968,8,256,13.466561653282639,3.422492888815959,8991.512288250062
Dell,3.6867541817104987,32,256,15.331575365094077,2.2000816442163464,10405.95143539082
Lenovo,2.8223428350680297,32,1000,13.308821703326618,2.1442769312361065,32808.856450782005
Dell,3.8476692462822406,4,512,13.936258693824021,2.886995117814857,17065.081629541877
Acer,3.4969580894341634,4,512,13.57765155279418,4.797633768057352,16854.30343210921
HP,3.994835276333344,32,256,15.443756893366224,3.5696391649126245,10697.836784094568
HP,2.3767795386292754,4,512,16.177834393921774,2.8153595482403873,16575.251835695293
HP,3.4179707223278175,16,1000,14.191334474045085,3.1975003835330584,32274.63025978199
Lenovo,2.504827284023105,16,256,15.736593165171147,3.7957853222140123,10131.593323529152
Acer,2.699689050759772,32,1000,12.780720092119104,3.9588489744135265,33111.68849986043
Dell,3.068763658045925,4,256,14.248217660943613,2.461758529348715,9384.824877131965
Asus,3.684192785465847,8,256,13.071379722019834,4.931095029635528,9664.037025023417
Dell,3.9602086729982378,16,256,13.485205553430982,3.6343166809483662,9978.874050006958
Asus,3.4206835346612956,32,256,15.394483188876011,2.407064953376838,10387.053085318601
Dell,2.5444169554183347,4,512,16.289974893996277,4.680905760038401,16773.987493471064
Acer,2.5533925056926754,32,1000,11.728972346526593,2.2239152932382864,32629.16325767026
Asus,3.343955753972229,8,1000,14.807835538924284,4.723206299532539,31848.655148446673
Lenovo,2.0969428644207557,16,1000,14.49286284546679,4.989696968866947,32205.99180089257
Dell,1.7761852828284868,32,256,11.710490235055591,4.101295397469512,10723.115825341803
Dell,2.3865553941019413,32,512,12.271365982640654,4.311341663221969,18152.54918807709
Asus,2.2180974791352046,32,1000,12.866014968396081,3.011908509402459,32437.38944266547
Lenovo,2.240770301139975,8,512,12.001586424905009,4.824730558201802,16912.47369317647
Lenovo,2.0840193776247746,32,256,12.46237689514605,3.589141898325103,10428.131227027301
Acer,1.6052329740909048,8,1000,12.605604793170246,4.197165339792665,31566.9558113889
Lenovo,1.5446848368335346,8,512,13.014042998234357,4.772323147733839,16777.65548577389
Lenovo,3.9693059743400787,8,256,15.496342716806954,4.9255399279265255,9647.836304717026
Lenovo,2.569432834339656,16,512,14.431473223103605,4.499613069790023,17291.107749054692
HP,2.460816617899204,16,1000,16.917480031708408,2.90905252094609,32039.042002382772
Acer,3.199118206732675,32,1000,13.488414961804827,4.899642549656248,33063.24200044911
Dell,2.0456347196626603,32,256,15.52319044302155,3.8843585937307155,10059.050423626955
Asus,3.8749029598755635,16,256,16.228810528259203,4.79192742905588,9968.179815116975
Dell,3.4658625360388804,4,256,15.073870958228252,4.028315077443056,9471.946769197091
Acer,1.7235275057806487,16,512,13.471188442504976,2.9217168855431614,17573.057889351905
Asus,2.543951939462321,8,512,15.521567784474517,3.1100735724284476,16968.45371903162
Acer,3.6977957689054115,16,512,12.222002826636109,3.6514153313088213,17844.559013165475
Lenovo,3.8618300557285257,8,256,12.965312991080795,4.3700445246796455,9905.976594804113
Asus,2.6685037781246743,32,1000,14.280111530595732,2.953947654021005,32812.68702948411
Lenovo,3.0335284730267693,4,1000,14.45245632371689,3.7391934984025763,31446.721179529304
Dell,1.9175848652301881,32,512,11.132848852835776,3.0368749807292046,17999.390306277077
Dell,3.9779215653424416,8,512,16.67068513253605,4.4473082139053215,17328.134576567532
Asus,2.0791792534586087,8,1000,15.17976362730434,3.400184281303851,31803.593813995874
Asus,3.856829435337814,8,1000,13.974222501391345,2.230168480558656,31773.803616387886
Acer,3.124116622480921,4,512,16.598763406449848,2.4981575644446092,17299.430104201827
Acer,3.019341987197148,16,512,13.634573391504972,2.183314002858897,17354.575214695695
Lenovo,2.7817212775412714,32,1000,16.88261342162223,3.4979088380429757,32706.13245163676
Asus,2.0766745292943964,32,256,14.07370854346091,2.3190118920446814,10558.374400119386
Dell,1.9413200800137707,16,512,11.685714619987877,2.342419907928896,17504.666195097063
Acer,2.0512155226754385,32,1000,15.588805834755664,4.823144780115131,32809.51886963163
Acer,1.9660956553606364,4,1000,15.073386350467043,4.617965216528166,31435.52408550944
Dell,3.448961183916883,32,1000,15.63792032783352,3.356259790434098,33459.84749304077
Acer,2.3753131479168252,8,1000,16.708652172354086,4.957415962550617,31908.592069712
Lenovo,1.644606691408491,16,256,15.658935815906109,2.0005595845119895,9608.2795423112
Asus,3.9227565753520284,4,1000,14.668019613299881,3.8419383688201814,31653.262947011815
Dell,3.7094647124085642,16,512,16.143853414165044,3.84928453211561,17905.288938740137
Asus,3.8193807079880324,4,256,15.039478636127189,3.3723291676096645,9576.799205329231
Acer,3.9872695566160883,8,1000,13.448714340955538,3.1908439188028783,32018.235095486314
Acer,1.9347381230487182,16,256,16.31371858545064,3.366149406441823,9594.157765055641
Dell,2.490605047256647,32,512,12.331402764706237,3.2448813082390413,18157.022324409696
Lenovo,3.395596189260228,4,1000,15.287847649452345,4.191477432446899,31613.457503593014
HP,3.2400515451344805,16,512,16.28938072964454,2.406066304919852,17547.663503854328
Dell,1.8847397658496376,32,1000,15.387899118219778,2.5929176617733907,32638.547131597392
HP,3.5395828124765445,16,1000,15.183652514323143,2.541554685177271,32339.213793119663
HP,2.061101429591652,16,1000,15.515829764431016,2.7874117553637934,31865.399704499443
Lenovo,2.0595440370565576,16,1000,13.790331489803865,3.57577525634475,31987.43351882683
HP,2.8424360572335337,4,1000,16.245024092942156,2.333626242014656,31150.076784441593
HP,2.982349837104258,32,256,12.220618850816548,4.604507885979512,10454.862431857224
Lenovo,2.950215519594528,8,1000,11.764318496002035,2.892084593925417,31916.074468038503
HP,1.7287170934943872,4,1000,12.713052680711069,2.4876139624061233,31095.042487596136
HP,3.693652156575951,4,256,14.189464380649959,4.02686392879473,9480.671471848871
HP,2.1640001064717653,4,256,14.063370772456029,2.1142589017979576,8909.468097718878
Dell,1.8237873032070104,8,256,15.92359254605952,3.8599056946224923,9379.787385975013
Dell,3.721870199672443,32,256,13.427411938424104,4.094595292029499,10692.554536342968
Dell,3.8891287455743835,32,256,13.906066557749051,2.6447495941601575,10742.170263455198
Lenovo,3.6553190431636264,32,256,11.080206099556374,2.1258922203309027,10722.279304129946
Acer,3.523790186812195,16,1000,13.458435418657634,3.0909360767583487,31974.33199154367
HP,3.1381049515975543,16,1000,14.886645397702052,2.2957826907258094,32396.814235117585
HP,2.8771434265228484,16,512,11.093049983759553,2.349433549020011,17694.48203779271
Lenovo,1.7174668997785254,8,1000,12.685291791117463,2.7627836943345936,31397.565079435713
HP,2.5211330326767465,16,1000,12.24773815573634,2.8864037738802777,32125.15816609158
Dell,2.431721292530785,8,256,11.25191257345753,3.589911023064262,9411.265535787075
Acer,2.1493844594008156,32,256,13.875560539487225,4.03517565650904,10428.784835638491
